Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,InteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2018,Lexus,GS 350 F Sport,Used,"$38,399 ",4.9,19,Dealer,Mungenast St. Louis Honda,4.9,2629,5939 S Lindbergh Blvd Saint Louis,MO,63123,Good,5,5,4.9,4.7,4.9,4.9,Obsidian Black,Black,All-wheel Drive,19,27,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,JTHCZ1BL5JA009013,P18509,54907
2020,Lexus,GS 350 F Sport,Used,"$46,411 ",5,2,Dealer,Rusnak BMW,4.8,1274,3645 Auto Mall Dr Westlake Village,CA,91362,Good,5,5,5,5,5,5,Black,Red,Rear-wheel Drive,19,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,JTHEZ1BL3LA020054,24T01129,32175
2019,Mercedes-Benz,AMG C 43 Base 4MATIC,Used,"$43,997 ",4.9,5,Dealer,21 Century Auto Group,4.4,3063,305 Route 22 East Springfield,NJ,7081,Good,4.8,5,5,5,5,4.6,Black,Black,All-wheel Drive,19,27,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,55SWF6EB0KU309508,KU309508,47220
2010,Porsche,Boxster,Used,"$28,950 ",4.6,11,Dealer,Spanos Motors,4.4,933,520 W International Speedway Blvd Daytona Beach,FL,32114,NA,4.5,4.7,4.5,4.6,4.8,4.4,Midnight Blue Metallic,Sand Beige,Rear-wheel Drive,19,27,Gasoline,7-Speed Automatic with Auto-Shift,2.9L H6 24V MPFI DOHC,WP0CA2A80AS710130,12928,71106
2014,Porsche,911 Carrera,Used,"$75,422 ",4.8,40,Dealer,BMW of Lancaster,4.6,154,1530 Manheim Pike Lancaster,PA,17601,Good,4.7,4.8,5,4.6,4.9,4.7,Black,Black,Rear-wheel Drive,19,27,Gasoline,7-Speed Manual,3.4L H6 24V GDI DOHC,WP0AA2A94ES107042,ES107042,33126
2019,Toyota,Sienna LE Auto Access Seat,Used,"$25,995 ",4.6,45,Dealer,Katy Motors Company - North LLC,4.3,31,4211 S Limit Ave Sedalia,MO,65301,Great,4.7,4.6,4.6,4.4,4.6,4.7,Silver,Gray,Front-wheel Drive,19,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,5TDKZ3DC9KS014791,14791,35878
2019,Toyota,Sienna LE,Used,"$30,998 ",4.6,45,Dealer,CarMax North Houston - Now offering Curbside Pickup and Home Delivery,3.2,2,16110 North Fwy Houston,TX,77090,Great,4.7,4.6,4.6,4.4,4.6,4.7,Silver,Gray,Front-wheel Drive,19,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,5TDKZ3DCXKS981412,22822605,62736
2017,Toyota,Sienna SE,Used,"$31,998 ",4.7,147,Dealer,CarMax Oxnard - Now offering Curbside Pickup and Home Delivery,2.8,12,2001 Lockwood St Oxnard,CA,93036,Great,4.8,4.8,4.6,4.6,4.7,4.8,Gray,Black,FWD,19,27,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,5TDXZ3DC8HS802010,22825611,45643
2019,Toyota,Sienna SE,Used,"$35,998 ",4.6,45,Dealer,CarMax Torrance - Now offering Curbside Pickup and Home Delivery,2.4,6,18020 Hawthorne Blvd Torrance,CA,90504,Great,4.7,4.6,4.6,4.4,4.6,4.7,Burgundy,Black,FWD,19,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,5TDXZ3DC0KS990156,22906380,47211
2017,Toyota,Sienna L,Used,"$40,337 ",4.7,147,Dealer,Yemm Chevrolet Buick GMC Chrysler Dodge Jeep Ram,4.5,68,2195 N Henderson St Galesburg,IL,61401,Fair,4.8,4.8,4.6,4.6,4.7,4.8,Salsa Red Pearl,–,Front-wheel Drive,19,27,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,5TDYZ3DC8HS867928,22168A,23603
2017,Volvo,XC60 T6 Dynamic,Used,"$26,998 ",4.8,89,Dealer,Rochester Ford,4.6,284,4900 US-52 Rochester,MN,55901,Fair,4.9,4.8,4.8,4.7,4.9,4.9,Crystal White Pearl Metallic,Off Black,All-wheel Drive,19,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV449MRR1H2222625,FA222530,52021
2019,Volvo,XC60 T6 Inscription,Used,"$39,300 ",4.9,82,Dealer,Ourisman Volvo Audi of Frederick,4.3,120,6001 Urbana Pike Frederick,MD,21704,Good,5,4.9,4.9,4.8,4.9,4.9,Crystal White Pearl Metallic,Amber,All-wheel Drive,19,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22RL3K1294687,P294687,51622
2019,Volvo,XC60 T6 Momentum,Used,"$40,389 ",4.9,82,Dealer,Gorges Volvo Cars,4.9,1911,17665 Burt Street Omaha,NE,68118,Good,5,4.9,4.9,4.8,4.9,4.9,Crystal White,–,All-wheel Drive,19,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22RK9K1343611,3687G,22505
2014,Acura,MDX 3.5L Technology Package,Used,"$22,800 ",4.6,113,Dealer,Unlimited Motors in Noblesville,4.4,81,60 N Mill Creek Rd Noblesville,IN,46062,Fair,4.8,4.6,4.7,4.3,4.6,4.6,Crystal Black Pearl,Ebony,All-wheel Drive,18,27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD4H42EB016195,STK01619A,85187
2015,Acura,MDX 3.5L,Used,"$23,999 ",4.7,63,Dealer,Dyer & Dyer Volvo Cars,4.7,599,5260 Peachtree Industrial Blvd Chamblee,GA,30341,Fair,4.8,4.7,4.8,4.7,4.6,4.8,White,Beige,All-wheel Drive,18,27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD4H27FB006696,TFB006696,99697
2019,Audi,RS 5 2.9T,Used,"$77,895 ",4.8,11,Dealer,Exclusive Automotive Group,4.6,110,45180 Russell Branch Parkway Ashburn,VA,20147,Fair,4.6,4.7,4.8,4.5,5,4.9,Glacier White Metallic,Black / Crescendo Red,All-wheel Drive,18,27,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,WUAPWAF5XKA905996,P905996,10505
2015,BMW,X5 xDrive35i,Used,"$24,946 ",4.7,97,Dealer,CarShop Glen Mills,4.9,95,1021 Baltimore Pike Glen Mills,PA,19342,Fair,4.8,4.8,4.9,4.3,4.8,4.5,Sparkling,Canberra Beige,All-wheel Drive,18,27,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C50F0P03742,F07648M,82777
2012,Cadillac,CTS Premium,Used,"$21,495 ",4.7,89,Dealer,Kuni Lexus of Greenwood Village,4.7,643,5150 S Quebec Street Greenwood Village,CO,80111,NA,4.7,4.7,4.6,4.6,4.9,4.8,Black Raven,Ebony,All-wheel Drive,18,27,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1G6DS1E34C0139074,C0139074,60697
2017,Cadillac,CT6 3.6L Luxury,Used,"$31,438 ",4.8,49,Dealer,Sport City Toyota,3.9,182,12650 Lyndon B Johnson Fwy Dallas,TX,75228,Good,4.8,4.7,4.8,4.6,4.9,4.8,Black Raven,Jet Black,All-wheel Drive,18,27,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1G6KD5RSXHU165995,HU165995DW,89199
2019,Cadillac,CT6 3.6L Premium Luxury,Used,"$43,275 ",4.9,15,Dealer,Suburban Cadillac of Plymouth,4.9,234,40475 Ann Arbor Road Plymouth,MI,48170,Great,5,5,4.8,4.7,5,4.9,Black Raven,Jet Black,All-wheel Drive,18,27,Gasoline,10-Speed Automatic,3.6L V6 24V GDI DOHC,1G6KD5RS7KU135943,P4147,37718
2019,Cadillac,CT6 Luxury,Used,"$43,281 ",4.9,15,Dealer,Chevrolet of Palatine,4.3,698,151 E. Lake Cook Dr. Palatine,IL,60074,Great,5,5,4.8,4.7,5,4.9,Crystal White Tri-Coat,Shara Beige,All-wheel Drive,18,27,Gasoline,10-Speed Automatic,3.6L V6 24V GDI DOHC,1G6KB5RSXKU121069,C1949,17676
2020,Chevrolet,Traverse LS,Used,"$26,490 ",4.9,112,Dealer,Bomnin Chevrolet Dadeland,4.8,5038,8455 South Dixie Hwy. Miami,FL,33143,Great,4.8,4.9,4.9,4.7,4.9,4.8,Satin Steel Metallic,Jet Black,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERFKW6LJ153844,S188567A,31958
2018,Chevrolet,Traverse LS,Used,"$27,985 ",4.7,266,Dealer,AutoNation Chevrolet North Richland Hills,4.6,837,7769 Boulevard 26 North Richland Hills,TX,76180,Good,4.9,4.8,4.6,4.5,4.8,4.6,Silver Ice Metallic,–,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERFKW6JJ220102,JJ220102,45455
2019,Chevrolet,Traverse LS,Used,"$28,385 ",4.7,203,Dealer,AutoNation Chevrolet Pembroke Pines,4.6,882,8600 Pines Blvd Pembroke Pines,FL,33024,Good,4.8,4.8,4.7,4.5,4.9,4.6,Mosaic Black Metallic,–,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERFKW4KJ320698,KJ320698,36538
2020,Chevrolet,Traverse LT Cloth,Used,"$29,591 ",4.9,112,Dealer,AutoNation Chevrolet Airport,4.7,676,5600 Lee Vista Blvd Orlando,FL,32812,Good,4.8,4.9,4.9,4.7,4.9,4.8,Satin Steel Metallic,–,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERGKW2LJ100337,LJ100337,73888
2019,Chevrolet,Traverse LT Cloth,Used,"$31,895 ",4.7,203,Dealer,Keller Chevrolet,4.5,92,3600 Genesee St Cheektowaga,NY,14225,Great,4.8,4.8,4.7,4.5,4.9,4.6,Mosaic Black Metallic,Jet Black,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERGKW1KJ310331,T7345A,32373
2018,Chevrolet,Traverse Premier,Used,"$34,988 ",4.7,266,Dealer,Sapaugh GM Country,4.8,1795,1507 McNutt St Herculaneum,MO,63048,Good,4.9,4.8,4.6,4.5,4.8,4.6,Cajun Red Tintcoat,Dark Atmosphere,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERKKW6JJ263038,2252941,71629
2020,Chevrolet,Traverse LT Leather,Used,"$35,589 ",4.9,112,Dealer,Ourisman Hyundai Genesis of Bowie -Curbside Pick Up and Home Delivery Available,1.3,30,2404 Crain Hwy Bowie,MD,20716,Good,4.8,4.9,4.9,4.7,4.9,4.8,Graphite Metallic,Jet Black,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERHKW7LJ177758,P2661,67820
2021,Chevrolet,Traverse LT Cloth,Used,"$37,599 ",4.9,37,Dealer,EchoPark Automotive Augusta Delivery Center,5,2,ONLINE ONLY Augusta,GA,30909,Good,4.9,4.8,4.8,4.8,4.9,4.9,Summit White,Jet Black,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERGKW6MJ132340,CMJ132340,22057
2021,Chevrolet,Traverse LT Leather,Used,"$41,497 ",4.9,37,Dealer,AutoNation Chevrolet Coral Gables,4.6,459,4181 SW 8th St Miami,FL,33134,Good,4.9,4.8,4.8,4.8,4.9,4.9,Cajun Red Tintcoat,–,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERHKW8MJ239329,MJ239329,11036
2019,Chevrolet,Traverse Premier,Used,"$42,400 ",4.7,203,Dealer,Stoops Automotive Group,4.9,623,4055 W Clara Ln Muncie,IN,47304,Good,4.8,4.8,4.7,4.5,4.9,4.6,Iridescent Pearl Tricoat,Dark Atmosphere,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERKKW6KJ163135,195864,37501
2016,Chrysler,300C Base,Used,"$13,997 ",4.9,47,Dealer,Liberty Mitsubishi,4,4,600 Cambell St Rapid City,SD,57701,NA,4.9,4.8,4.9,4.8,4.9,4.8,Billet Silver Metallic Clearcoat,Black,All-wheel Drive,18,27,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CCAKG8GH349180,22RE004A,176504
2017,Chrysler,300 Limited,Used,"$24,725 ",4.7,68,Dealer,Liberty Mitsubishi,4,4,600 Cambell St Rapid City,SD,57701,NA,4.8,4.7,4.8,4.6,4.7,4.7,Velvet Red Pearlcoat,Black,All-wheel Drive,18,27,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CCARG9HH544471,22TI019B,87200
2018,Dodge,Charger GT,Dodge Certified,"$31,698 ",4.8,201,Dealer,East Hills Chrysler Jeep Dodge RAM,4.8,3530,2300 Northern Blvd Greenvale,NY,11548,Great,4.8,4.7,4.8,4.6,4.9,4.8,Indigo Blue,Black,All-wheel Drive,18,27,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CDXJG4JH337973,22909U,16444
2018,Dodge,Challenger GT,Used,"$35,500 ",4.8,215,Dealer,Corwin Chrysler Dodge Jeep Ram,4.7,1246,301 38th St S Fargo,ND,58103,Fair,4.8,4.7,4.9,4.6,4.9,4.8,Indigo Blue,Black,All-wheel Drive,18,27,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CDZGG1JH341479,4341479,19245
2021,Dodge,Challenger GT,Used,"$37,495 ",4.9,24,Dealer,Napleton's Arlington Heights Chrysler Dodge Jeep RAM,4.5,2994,1155 W Dundee Rd Arlington Heights,IL,60004,Great,4.9,4.8,4.9,4.8,5,4.8,Pitch Black Clearcoat,Black,All-wheel Drive,18,27,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CDZKG0MH513156,PM4820,17387
2007,Jaguar,XK,Used,"$18,900 ",4.8,27,Dealer,McKenzie Motor Cars,4.4,11,451 Chair Ave Lexington,KY,40508,Fair,4.7,4.8,4.9,4.6,4.9,4.5,Silver,Black,Rear-wheel Drive,18,27,Gasoline,6-Speed Automatic,4.2L V8 32V MPFI DOHC,SAJDA44BX75B02571,1053,87162
2016,Jaguar,XJ XJL Portfolio,Used,"$39,996 ",4.7,13,Dealer,"Certified Autoplex, Inc.",4.9,1568,3340 Belt Line Rd Dallas,TX,75234,Fair,5,4.8,4.8,4.2,4.8,4.3,Ebony,Jet / Jet,Rear-wheel Drive,18,27,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SAJWA2G79G8V99712,G8V99712,38100
2018,Lexus,LS 500 Base,Used,"$54,857 ",4.6,32,Dealer,Zeigler Nissan of Gurnee,4.3,635,3175 E Grand Ave Lindenhurst,IL,60046,Good,4.6,4.8,4.6,4.4,4.9,4.6,Matador Red Mica,Black,All-wheel Drive,18,27,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,JTHC5LFF5J5004270,PS4954,31187
2016,Porsche,Panamera 4,Used,"$39,995 ",4.8,19,Dealer,AutoNation Toyota Irvine,4.4,1948,9101 Research Dr Irvine,CA,92618,Good,5,4.9,4.9,4.5,4.9,4.7,Tan / Brown,–,All-wheel Drive,18,27,Gasoline,7-Speed Automatic with Auto-Shift,3.6L V6 24V GDI DOHC,WP0AA2A74GL004585,GL004585,87866
2011,Buick,LaCrosse CXS,Used,"$9,995 ",4.4,95,Dealer,Quality Motorcars,3.7,44,1406 Jackson St Richmond,TX,77469,Fair,4.6,4.5,4.3,4.2,4.7,4.3,White,Gray,Front-wheel Drive,17,27,Gasoline,Automatic 6-Speed,V6 Cylinder Engine,1G4GE5GD1BF292503,BF292503,115426
2019,Mercedes-Benz,S-Class S 560 4MATIC,Used,"$42,767 ",4.6,14,Dealer,26 Motors Bronx,3.7,3,4015 Boston Road Bronx,NY,10466,NA,5,4.8,4.4,4.4,4.7,4.3,Black,Magma Grey,All-wheel Drive,17,27,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WDDUG8GB2KA430599,430599,83321
2019,Mercedes-Benz,S-Class S 560,Used,"$63,990 ",4.6,14,Dealer,Jaguar Land Rover Woodland Hills,4.3,500,22006 West Erwin Street Woodland Hills,CA,91367,Good,5,4.8,4.4,4.4,4.7,4.3,Obsidian Black Metallic,–,Rear-wheel Drive,17,27,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WDDUG8DB2KA479953,KA479953,47719
2020,Mercedes-Benz,S-Class S 560 4MATIC,Mercedes-Benz Certified,"$79,771 ",4.9,7,Dealer,"Mercedes-Benz Manhattan, Inc.",4.5,452,770 11th Ave New York,NY,10019,Great,5,5,5,4.6,5,5,Selenite Gray Metallic,Beige,All-wheel Drive,17,27,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,W1KUG8GB0LA533196,706820,24856
2019,Mercedes-Benz,AMG S 63 4MATIC,Used,"$153,995 ",5,2,Dealer,Manhattan Motorcars Inc.,4.8,320,711 11th Ave New York,NY,10019,NA,5,5,5,4.5,5,5,Black,Black,All-wheel Drive,17,27,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WDDXJ8JB1KA036051,U19617,15108
2021,Chevrolet,Corvette Stingray w/2LT,Used,"$97,000 ",4.9,13,Dealer,Everett Chevrolet Buick GMC Cadillac,4.8,1113,161 US Hwy 70 SE Hickory,NC,28602,Great,4.8,4.9,5,5,4.9,4.8,Black,Adrenaline Red,Rear-wheel Drive,15,27,Gasoline,8-Speed Automatic with Auto-Shift,6.2L V8 16V GDI OHV,1G1YB2D42M5117084,15660,2791
2010,Mercury,Mariner Premier I4 AWD 4dr SUV,Used,"$5,995 ",4.1,28,Dealer,Northtown Auto Sales,4.9,2,8325 University Ave NE Minneapolis,MN,55432,Great,4.4,4.2,3.9,4,4.4,3.9,Gold,Tan,All-wheel Drive,26,26,Gasoline,Automatic 6-Speed,2.5L I4,4M2CN9H76AKJ20938,AKJ20938STK,136940
2017,Jeep,Compass High Altitude,Used,"$18,989 ",4.5,155,Dealer,CarSmart.net,4.8,925,1023 W Main St Hendersonville,TN,37075,Good,4.6,4.6,4.4,4.5,4.6,4.6,Black Clearcoat,Ski Gray,Front-wheel Drive,22,26,Gasoline,Automatic,2.0L I4 16V MPFI DOHC,1C4NJCEA9HD161764,101214,57174
2018,Volkswagen,Atlas 2.0T SE,Volkswagen Certified,"$27,943 ",4.7,228,Dealer,AutoNation Volkswagen Las Vegas,4.7,662,6375 W Sahara Ave Las Vegas,NV,89146,Good,4.8,4.7,4.5,4.6,4.8,4.6,Deep Black Pearl Effect,Titan Black,Front-wheel Drive,22,26,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1V2CP2CA6JC595993,JC595993,47375
2019,Acura,RDX A-Spec,Used,"$36,785 ",4.3,217,Dealer,Buerkle Acura,4.9,1007,7925 Brooklyn Blvd Minneapolis,MN,55445,Fair,4.6,4.5,4.2,4.1,4.6,4.2,Majestic Black Pearl,Ebony,All-wheel Drive,21,26,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5J8TC2H62KL803386,P5938,73525
2020,BMW,X5 sDrive40i,Used,"$47,998 ",4.7,53,Dealer,Mercedes-Benz of Birmingham,4.9,811,750 Mercedes Way Irondale,AL,35210,Good,4.8,4.8,4.8,4.4,4.7,4.7,Black Sapphire Metallic,Ivory White,Rear-wheel Drive,21,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR4C05L9B60706,UB60706,52481
2021,BMW,X5 sDrive40i,Used,"$62,997 ",4.8,26,Dealer,Century Automotive,2.1,12,3800 University Dr NW Huntsville,AL,35816,Good,4.9,5,4.9,4.6,4.9,4.9,Alpine White,Beige,Rear-wheel Drive,21,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR4C08M9G27828,P8557,17564
2020,Cadillac,XT5 Premium Luxury,Used,"$31,788 ",4.8,23,Dealer,Southern Palms Mazda,4.6,222,9305 Southern Blvd Royal Palm Beach,FL,33411,Great,4.9,4.7,4.7,4.7,4.8,4.8,Shadow Metallic,Black,All-wheel Drive,21,26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNDRS1LZ127212,JA127212,46860
2019,GMC,Acadia SLE-1,Used,"$26,500 ",4.8,131,Dealer,Suburban Chrysler Dodge Jeep RAM of Farmington Hills,4.7,1602,38123 W 10 Mile Road Farmington Hills,MI,48335,Good,4.8,4.7,4.8,4.7,4.8,4.9,Ebony Twilight Metallic,Jet Black,Front-wheel Drive,21,26,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,1GKKNKLAXKZ259074,DP21916B,38067
2019,GMC,Acadia SLE-2,Used,"$30,000 ",4.8,131,Dealer,Suburban Chrysler Dodge Jeep RAM of Troy,4.7,1820,1790 Maplelawn Troy,MI,48084,Good,4.8,4.7,4.8,4.7,4.8,4.9,Ebony Twilight Metallic,Jet Black,Front-wheel Drive,21,26,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GKKNLLS1KZ214801,AP12851,22406
2019,GMC,Acadia SLT-1,Used,"$33,201 ",4.8,131,Dealer,Gastonia Chevrolet Cadillac Buick GMC,4.7,189,831 South Main Street Lowell,NC,28098,Good,4.8,4.7,4.8,4.7,4.8,4.9,Smokey Quartz Metallic,Cocoa,Front-wheel Drive,21,26,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GKKNMLS2KZ210911,T4405B,47763
2019,GMC,Terrain Denali,Used,"$33,797 ",4.5,118,Dealer,Forest Lake Chevrolet,4.7,1220,533 19th St SW Forest Lake,MN,55025,Good,4.7,4.6,4.5,4.3,4.8,4.4,Summit White,Jet Black,All-wheel Drive,21,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3GKALXEX3KL110903,LP7284R,55096
2020,GMC,Terrain Denali,Used,"$39,990 ",4.7,79,Dealer,Buick GMC of Beaverton,4.4,564,9155 SW Canyon Rd Portland,OR,97225,Good,4.8,4.7,4.6,4.5,4.8,4.6,Satin Steel Metallic,Jet Black,All-wheel Drive,21,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3GKALXEX2LL285080,LL285080A,15926
2019,Hyundai,Tucson SEL,Used,"$24,991 ",4.7,212,Dealer,Advantage Hyundai,4.7,2781,440 Plainview Rd Hicksville,NY,11801,Great,4.8,4.7,4.6,4.7,4.8,4.7,Black Noir Pearl,Gray,All-wheel Drive,21,26,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KM8J3CAL9KU066141,U19381O,19231
2019,Hyundai,Tucson Limited,Used,"$29,999 ",4.7,212,Dealer,Liberty Hyundai,4.7,1169,305 State Rt 17 Mahwah,NJ,7430,Good,4.8,4.7,4.6,4.7,4.8,4.7,Coliseum Gray,Black,All-wheel Drive,21,26,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KM8J3CAL3KU034592,U3446,17531
2019,Land,Rover Discovery HSE,Used,"$54,950 ",3.4,4,Dealer,Jaguar Land Rover Boerne,5,1,32120 IH-10 West Boerne,TX,78006,Good,4.2,3.5,3.5,2.7,3.7,2.8,Santorini Black,Acorn / Ebony,Four-wheel Drive,21,26,Diesel,Automatic,3.0L V6 Turbo Diesel,SALRR2RK5K2402559,M0365,40914
2019,Lincoln,Nautilus Reserve,Used,"$40,988 ",4.7,97,Dealer,Hines Park Lincoln,4.9,1747,40601 Ann Arbor Rd Plymouth,MI,48170,Good,4.9,4.7,4.6,4.4,4.9,4.7,Infinite Black Metallic,Terracotta,Front-wheel Drive,21,26,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2LMPJ6L90KBL53588,0053588U,19143
2020,Lincoln,Nautilus Reserve,Used,"$43,995 ",4.8,39,Dealer,White Bear Lincoln,4.6,264,3425 N. Highway 61 White Bear Lake,MN,55110,Good,4.9,4.8,4.8,4.7,4.9,4.8,Pristine White,Cappuccino,Front-wheel Drive,21,26,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2LMPJ6K98LBL09048,P29669A,5429
2008,Nissan,Rogue SL,Used,"$5,995 ",4.3,73,Dealer,Colorado Motorcars,2.2,6,1690 W. Hamilton Place Englewood,CO,80110,Great,4.4,4.3,4.1,4.2,4.3,4.2,Gotham Gray Metallic,Gray,All-wheel Drive,21,26,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,JN8AS58V28W412106,10091TE,185156
2019,BMW,X5 xDrive40i,Used,"$44,295 ",4.7,55,Dealer,INFINITI of Englewood,3.7,21,60 Rockwood Place ENGLEWOOD,NJ,7631,Good,5,4.9,4.9,4.4,4.7,4.6,Arctic Gray Metallic,Black,All-wheel Drive,20,26,Gasoline,8-SPEED A/T,Straight 6 Cylinder Engine,5UXCR6C50KLL31433,KLL31433,46377
2020,BMW,X5 xDrive40i,Used,"$53,310 ",4.7,53,Dealer,BMW of Orland Park,4.5,611,11030 W 159th St Orland Park,IL,60467,Good,4.8,4.8,4.8,4.4,4.7,4.7,Black Sapphire Metallic,Black,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C08L9B57164,VB713,45149
2017,Chevrolet,Colorado Z71,Used,"$24,977 ",4.6,200,Dealer,Car Corporation of Maryland,4.3,98,8310 Veteran's Highway Millersville,MD,21108,Good,4.6,4.5,4.6,4.4,4.7,4.6,Burning Hot Metallic,Jet Black,Rear-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,1GCHSDEA9H1322986,M2264,61515
2010,Ford,Escape Limited,Used,"$7,990 ",4.3,139,Dealer,Macomb Automotive,4.5,110,58025 Gratiot Ave New Haven,MI,48048,Great,4.3,4.3,4.1,4.3,4.4,4.3,Black,Black,Four-wheel Drive,20,26,E85 Flex Fuel,6-Speed Automatic,3.0L V6 24V MPFI DOHC Flexible Fuel,1FMCU9EG8AKC81381,6129,94934
2018,Ford,F-150 Lariat,Used,"$34,978 ",4.8,817,Dealer,Rock Hill Ford,2.6,28,1884 Canterbury Glen Lane Rock Hill,SC,29730,Great,4.9,4.8,4.8,4.6,4.8,4.7,Magma Red Metallic,Black,Rear-wheel Drive,20,26,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1CPXJFA86824,922489A,89010
2020,Ford,F-150 Lariat,Used,"$39,128 ",4.8,219,Dealer,Mall of Georgia Ford,4.4,2308,4525 Nelson Brogdon Blvd Buford,GA,30518,Great,4.9,4.8,4.8,4.7,4.8,4.8,Agate Black Metallic,Black,Rear-wheel Drive,20,26,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FTEW1C56LKD25777,F2301,68253
2019,Ford,F-150 Lariat,Used,"$39,988 ",4.8,425,Dealer,Roseville Toyota,4.5,3787,700 Automall Drive Roseville,CA,95661,Good,4.9,4.8,4.8,4.6,4.8,4.7,Ingot Silver Metallic,Black,Rear-wheel Drive,20,26,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FTEW1C56KKC40873,KKC40873A,55187
